PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2025-04-11,18:45:02,3,6,"Schmitz, Paul",812367,Right,HOU_COU,"West, Kyle",823918,Left,WES_MOU,Undefined,1,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.03416,-1.093023,-1.465638,2268.425992,181.969802,12:00,6.4302,1.50308,5.94769,-14.96375,18.04336,0.58358,4.16894,0.19198,83.80052,-3.961156,-1.36085,0.4135,,,,,,,,,,,,-0.71713,9.86827,-1.3867,50,6.33465,3.39251,-133.60145,-2.97267,-1.29234,29.56826,-14.38991,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,fcd16080-172e-11f0-b3ec-b7b50aa593bb,91.15469,,,8.23364,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:45:02,2025-04-11T18:45:02.0652544-05:00,2025-04-11T23:45:02.0652544Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,ea26957e-1a4f-4d17-a46a-fb07265e3532,54.55074,-134.60484,14.78413,6.42724,-2.48436,-7.19495,-1.50257,3.43636,-0.64617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2025-04-11,18:45:38,4,1,"Schmitz, Paul",812367,Right,HOU_COU,"Rinehart, Jace",813561,Right,WES_MOU,Undefined,1,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.06217,0.773671,-1.742235,2431.467005,74.599133,8:30,6.56335,1.52434,5.95102,-50.89763,-1.47205,-10.77394,3.03983,-0.98988,69.26804,-8.571774,-3.678734,0.505996,,,,,,,,,,,,5.04111,-0.49756,-1.37974,50,6.59649,3.69651,-109.07197,-0.0554,6.07094,19.23944,-32.77325,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,1246b190-172f-11f0-b3ec-b7b50aa593bb,74.49152,,,5.79413,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:45:38,2025-04-11T18:45:37.7281536-05:00,2025-04-11T23:45:37.7281536Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,26509dce-15eb-4991-9e8a-a16c7134841f,54.55144,-109.87187,9.61972,6.57047,1.30719,-16.38662,-1.52818,3.44411,3.03547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2025-04-11,18:45:55,4,2,"Schmitz, Paul",812367,Right,HOU_COU,"Rinehart, Jace",813561,Right,WES_MOU,Undefined,1,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,89.42633,-2.240803,-1.132042,2240.543653,191.986598,12:30,6.35957,1.66588,6.3597,-17.11308,17.8328,3.50878,2.86969,0.91626,80.42223,-5.549974,-0.496693,0.42547,71.19419,61.654758,10.104323,,,,,136.31712,136.31712,20.748448,5.188864,-2.20146,10.40666,-1.58542,50,6.18909,2.41994,-129.67258,-5.51415,-3.67676,31.95435,-14.79349,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,1cbd11a0-172f-11f0-b3ec-b7b50aa593bb,88.59002,108.53363,,9.0041,,,,1.29161,2.77309,-1.05931,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:45:55,2025-04-11T18:45:54.9672448-05:00,2025-04-11T23:45:54.9672448Z,Popup,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,7a30bcb2-a46f-439d-b1c6-14263d9e220e,54.13793,-130.68829,15.97718,6.35689,-5.04393,-7.39675,-1.6642,2.53681,-1.83838,192.167911,1.29766,48.67049,-14.3859,3.60341,-0.13145,-0.24747,0.08577,-0.0121,0.00064,2.76403,92.06492,-24.33353,2.97278,-0.82081,0.18977,-0.02296,0.00037,0.0001,-1.05749,8.66807,1.86584,-1.0213,0.31324,-0.05543,0.00286,0.00053,-6.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2025-04-11,18:49:08,1,1,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.76172,-1.390328,5.21197,2116.719998,144.474629,10:45,5.45946,-3.42348,5.30619,-19.52497,16.30969,-10.7856,2.52155,0.58394,81.60888,-5.042239,3.309823,0.430847,,,,,,,,,,,,6.86496,8.90701,2.95699,50,5.31889,-11.33048,-129.67664,-3.82095,11.66057,27.74703,-17.04491,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,8f711520-172f-11f0-b3ec-b7b50aa593bb,87.48453,,,8.15283,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:49:08,2025-04-11T18:49:07.8473216-05:00,2025-04-11T23:49:07.8473216Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,b4ec4a26-bd2b-4b5f-87d6-166219687e73,55.19284,-130.78304,13.87351,5.4577,-3.14129,-8.52246,3.41806,-11.79543,5.83029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,1,2,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,0,1,Undefined,,Undefined,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,92daa5f0-172f-11f0-b3ec-b7b50aa593bb,,,,,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,,,,,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2025-04-11,18:49:26,1,3,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.19707,-1.074296,3.649269,2411.299166,139.088623,10:45,5.1336,-3.73238,5.34397,-24.10615,15.47422,-12.25827,2.11482,-1.32596,77.5242,-5.563287,1.477079,0.452805,,,,,,,,,,,,7.16729,8.45548,3.41199,50,5.01967,-7.3302,-123.34954,-3.11803,11.00452,25.32405,-19.19164,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,9a114450-172f-11f0-b3ec-b7b50aa593bb,83.24207,,,7.67287,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:49:26,2025-04-11T18:49:25.5940000-05:00,2025-04-11T23:49:25.5940000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,7ddd7708-e1ae-41c7-9e9e-aacf190ab04f,55.1548,-124.40334,12.66202,5.1328,-2.31942,-9.59582,3.72655,-7.78813,5.50226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2025-04-11,18:49:42,1,4,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,1,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.79463,0.836208,4.123304,2685.959246,256.858286,2:30,5.16122,-3.80936,4.92443,-42.00715,2.60051,5.20028,2.45329,0.52892,74.10531,-6.758064,5.035478,0.480702,69.45355,71.853834,-178.480472,5317.818057,,,,,29.27786,,,-1.43476,1.41473,3.40216,50,5.20783,-8.64749,-116.93251,0.17461,-1.98514,22.19008,-30.21663,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,a3fa5880-172f-11f0-b3ec-b7b50aa593bb,78.4112,67.83097,,6.68932,,,,2.24098,2.35409,-0.48578,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:49:42,2025-04-11T18:49:42.1650000-05:00,2025-04-11T23:49:42.1650000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,c7ffd353-e5b1-4b1a-9f67-1787677a5ae5,55.57747,-117.98619,11.09504,5.16547,1.60942,-15.10831,3.81054,-8.55323,-0.99257,12.845291,2.24098,-31.71392,-3.83934,2.87179,-0.97981,0.27533,-0.06513,0.01058,-0.00056,2.35409,96.79877,-32.67563,4.83095,-0.92458,0.12447,0.00468,-0.00853,0.00097,-0.48578,-0.84127,6.35249,-2.67421,0.77303,-0.19115,0.03817,-0.00484,0.00032,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2025-04-11,18:50:06,1,5,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,1,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.19028,-1.18894,4.229209,2132.991792,127.746833,10:15,5.46905,-3.34078,5.1831,-21.54375,12.18792,-14.40619,2.55186,-0.55484,84.55281,-5.164765,1.686423,0.418014,,,,,,,,,,,,8.30922,6.70091,2.95852,50,5.34209,-9.19707,-133.52663,-3.5906,15.0929,27.11227,-20.00255,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,b26683d0-172f-11f0-b3ec-b7b50aa593bb,90.17036,,,7.63747,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:50:06,2025-04-11T18:50:05.6270000-05:00,2025-04-11T23:50:05.6270000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,40b34798-9bb4-4d60-b43a-5dc815ab5b29,55.31881,-134.60227,13.55614,5.4688,-2.79703,-10.00127,3.33528,-9.79586,7.54645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2025-04-11,18:50:30,1,6,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.87989,-0.632752,2.496786,2111.36345,128.446016,10:15,5.43645,-3.34918,5.07128,-21.15954,12.98568,-14.98981,3.07598,-2.24277,83.88898,-4.549405,-0.150649,0.420568,,,,,,,,,,,,8.07823,6.93985,3.12433,50,5.36,-5.07799,-133.21173,-2.27017,14.53678,28.2283,-19.68579,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,c0791d70-172f-11f0-b3ec-b7b50aa593bb,89.62265,,,7.99091,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:50:30,2025-04-11T18:50:30.1690000-05:00,2025-04-11T23:50:30.1690000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,f164b4e0-011c-4cdf-9b81-154c6b578b1d,55.42845,-134.35712,14.11415,5.43591,-1.4714,-9.8429,3.34234,-5.66783,7.26839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2025-04-11,18:50:51,1,7,"Kirn, Griffin",822488,Left,WES_MOU,"Lugo, Aaron",822908,Right,HOU_COU,Undefined,1,Bottom,0,2,2,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,90.78793,-0.471103,5.036457,2221.758646,139.88559,10:45,5.38863,-3.35134,5.39091,-20.76552,13.9067,-10.80008,3.2149,0.48133,82.97434,-4.334316,3.127975,0.423801,73.13332,54.311354,14.145489,,100.3096,99.17125,45.144,185.5861,95.51472,27.317585,5.060555,6.80158,7.44213,2.90829,50,5.33202,-11.08808,-131.35654,-1.81371,11.92092,27.01063,-19.13043,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,ccde7c40-172f-11f0-b3ec-b7b50aa593bb,88.93896,99.67994,,7.81358,,,,1.09984,2.70141,-1.00479,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:50:51,2025-04-11T18:50:50.9310000-05:00,2025-04-11T23:50:50.9310000Z,Popup,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,0c7ce98f-3e63-4beb-9dcd-58d73808f2b9,55.11031,-132.40319,13.50532,5.38793,-1.07241,-9.56521,3.3469,-11.55001,5.96046,204.037302,1.10219,60.60168,-15.54777,3.78073,-0.19918,-0.24453,0.09006,-0.01293,0.00068,2.69459,87.25161,-23.47963,2.6747,-0.71635,0.15771,-0.01443,-0.00075,0.00014,-1.00759,15.36123,2.80261,-0.9533,-0.10417,0.18029,-0.05855,0.00827,-0.00044,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2025-04-11,18:51:36,2,1,"Kirn, Griffin",822488,Left,WES_MOU,"Perez, Xavier",702554,Right,HOU_COU,Undefined,1,Bottom,1,0,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.49206,-0.314591,5.459888,2324.6846,123.826957,10:15,5.17959,-3.60706,5.54424,-26.38891,11.38638,-15.32355,2.68516,0.23421,79.5869,-5.187008,2.745453,0.442359,70.82336,40.662255,147.337409,3925.99534,-93.97083,50.12049,57.17929,220.084,63.30781,148.55145,3.175049,9.15327,6.17024,3.14322,50,5.13467,-11.32498,-125.19406,-1.59197,14.67007,22.94786,-22.28492,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,e7b50f70-172f-11f0-b3ec-b7b50aa593bb,85.20772,50.11635,,6.90516,,,,1.14123,2.67208,-0.25543,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:51:36,2025-04-11T18:51:35.7600000-05:00,2025-04-11T23:51:35.7600000Z,FlyBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,5afaf0e1-4120-4774-a9a1-dcff3a6a51bb,54.95856,-126.09968,11.47393,5.18014,-0.71251,-11.14246,3.60157,-11.90392,7.33503,343.194036,1.14162,-66.35148,1.73566,-0.03882,0.37508,-0.29559,0.10827,-0.0186,0.0012,2.67201,67.68533,-27.87732,3.37778,-0.71497,0.16907,-0.05129,0.01105,-0.00096,-0.25543,42.52334,-4.07176,1.0381,-0.12599,-0.0114,0.00513,-7.00E-05,-6.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2025-04-11,18:52:01,2,2,"Kirn, Griffin",822488,Left,WES_MOU,"Perez, Xavier",702554,Right,HOU_COU,Undefined,1,Bottom,1,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.36334,0.116893,4.599079,2277.451399,111.052107,9:45,4.96218,-3.80947,5.57688,-30.35384,8.66182,-19.20596,2.54222,-1.10511,77.83061,-5.496586,1.18554,0.449563,,,,,,,,,,,,10.95619,4.73288,3.42551,50,4.95252,-9.12388,-123.59715,-0.78842,16.93849,24.761,-24.85693,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,f6b84aa0-172f-11f0-b3ec-b7b50aa593bb,83.84234,,,7.53273,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:52:01,2025-04-11T18:52:01.0240000-05:00,2025-04-11T23:52:01.0240000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,eec9c66b-42b5-44b3-b468-96c2c4275a77,54.92415,-124.57973,12.3805,4.96423,0.19797,-12.42847,3.8009,-9.79605,8.46924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2025-04-11,18:52:24,2,3,"Kirn, Griffin",822488,Left,WES_MOU,"Perez, Xavier",702554,Right,HOU_COU,Undefined,1,Bottom,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.38351,-1.590021,3.272794,2230.055701,143.980821,10:45,5.41509,-3.32161,5.07428,-16.32056,17.7132,-12.03682,2.55316,-1.23577,83.83165,-4.661845,1.149681,0.419881,,,,,,,,,,,,6.89607,9.57729,3.02074,50,5.25172,-7.05606,-133.70949,-4.27849,12.42858,30.03285,-14.91318,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,0458e890-1730-11f0-b3ec-b7b50aa593bb,89.76932,,,8.55186,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:52:24,2025-04-11T18:52:24.1870000-05:00,2025-04-11T23:52:24.1870000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,6301351d-a10b-4401-9537-a6c972f3dbe6,55.42444,-134.92238,15.01643,5.41235,-3.67621,-7.45659,3.31584,-7.558,6.21429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2025-04-11,18:52:45,2,4,"Kirn, Griffin",822488,Left,WES_MOU,"Perez, Xavier",702554,Right,HOU_COU,Undefined,1,Bottom,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.88323,0.350643,2.53037,2401.403029,104.098429,9:30,4.94154,-3.72256,5.56972,-33.36872,5.89036,-18.52753,2.48868,-2.90126,77.65371,-5.798953,-0.773811,0.450964,,,,,,,,,,,,10.03945,3.26689,3.51663,50,4.94997,-4.66137,-123.19446,-0.40936,15.43234,24.42084,-27.1523,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,10e668d0-1730-11f0-b3ec-b7b50aa593bb,83.58199,,,7.22952,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-11,23:52:45,2025-04-11T18:52:44.9710000-05:00,2025-04-11T23:52:44.9710000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,26b92687-ab34-4f07-9a5d-53643c5c2ddb,54.93173,-124.16823,12.21042,4.9447,0.67332,-13.57615,3.71477,-5.27673,7.71617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
